OBJECTID,Geo_UID,Grid_Num,longitude,latitude,Baseline,F_2050,F_2080,Shape_Length,Shape_Area,Mid_Cent,Late_Cent,Shape__Area,Shape__Length
206,34.4375-118.1875,18305,-118.1875,34.4375,44.3817,1.19,0.28,0.25,0.00390625,45.572,44.662,58714817.7578125,30793.1387762503
207,34.4375-118.25,18126,-118.25,34.4375,32.5692,8.23,5.56,0.25,0.00390625,40.799,38.129,58714903.0625,30793.1632571106
208,34.4375-118.3125,17947,-118.3125,34.4375,38.2958,16.09,13.13,0.25,0.00390625,54.386,51.426,58714762.0820313,30793.1305031874
209,34.4375-118.375,17768,-118.375,34.4375,39.6075,15.22,12.82,0.25,0.00390625,54.828,52.428,58714703.6523438,30793.1137072191
210,34.4375-118.4375,17589,-118.4375,34.4375,23.7992,6.37,5.64,0.25,0.00390625,30.169,29.439,58714645.2148438,30793.0969112756
211,34.4375-118.5,17410,-118.5,34.4375,29.6117,4.33,4.07,0.25,0.00390625,33.942,33.682,58714586.7851563,30793.0801155082
212,34.4375-118.5625,17231,-118.5625,34.4375,35.5233,-12.21,-12.19,0.25,0.00390625,23.313,23.333,58714543.3242188,30793.0692808102
213,34.4375-118.625,17052,-118.625,34.4375,32.5683,0.79,0.68,0.25,0.00390625,33.358,33.248,58714580.515625,30793.0799717939
214,34.4375-118.6875,16873,-118.6875,34.4375,28.785,7.78,8.27,0.25,0.00390625,36.565,37.055,58714617.7070313,30793.0906627354
215,34.4375-118.75,16694,-118.75,34.4375,28.97,3.66,1.69,0.2046623,0.002265198,32.63,30.66,34049850.3476563,25617.2451235783
216,34.5-117.6875,19738,-117.6875,34.5,15.2275,0.65,0.25,0.1794821,0.00167069,15.878,15.478,25130704.828125,22955.4247883358
217,34.5-117.75,19559,-117.75,34.5,14.6425,0.44,-0.78,0.25,0.00390625,15.083,13.863,58758643.5117188,30805.744506301
218,34.5-117.8125,19380,-117.8125,34.5,0,0,0,0.25,0.00390625,0,0,58758716.0703125,30805.7612675142
219,34.5-117.875,19201,-117.875,34.5,16.0267,2.77,1.34,0.25,0.00390625,18.797,17.367,58758720.640625,30805.7626250603
220,34.5-117.9375,19022,-117.9375,34.5,13.3733,4.48,2.06,0.25,0.00390625,17.853,15.433,58758726.0507813,30805.7641827607
221,34.5-118,18843,-118,34.5,12.9983,-1.36,-2.83,0.25,0.00390625,11.638,10.168,58758731.4726563,30805.7657404295
222,34.5-118.0625,18664,-118.0625,34.5,14.3442,-4.08,-4.98,0.25,0.00390625,10.264,9.364,58758771.9921875,30805.7754596205
223,34.5-118.125,18485,-118.125,34.5,18.76,-6.17,-7.7,0.25,0.00390625,12.59,11.06,58758771.4414063,30805.7753050662
224,34.5-118.1875,18306,-118.1875,34.5,22.0742,5.25,2.2,0.25,0.00390625,27.324,24.274,58758770.90625,30805.7751505001
225,34.5-118.25,18127,-118.25,34.5,19.915,3.12,1.37,0.25,0.00390625,23.035,21.285,58758771.2070313,30805.7751957208
226,34.5-118.3125,17948,-118.3125,34.5,23.5017,4.2,3.1,0.25,0.00390625,27.702,26.602,58758662.46875,30805.7494576507
227,34.5-118.375,17769,-118.375,34.5,29.0108,9.76,6.83,0.25,0.00390625,38.771,35.841,58758663.5,30805.749754202
228,34.5-118.4375,17590,-118.4375,34.5,29.9542,3.5,2.1,0.25,0.00390625,33.454,32.054,58758664.5273438,30805.7500507636
229,34.5-118.5,17411,-118.5,34.5,29.2217,1.29,1.83,0.25,0.00390625,30.512,31.052,58758665.5546875,30805.7503471217
230,34.5-118.5625,17232,-118.5625,34.5,32.0442,1.66,1.28,0.25,0.00390625,33.704,33.324,58758627.7695313,30805.741368537
231,34.5-118.625,17053,-118.625,34.5,32.5942,3.97,2.77,0.25,0.00390625,36.564,35.364,58758625.4921875,30805.7407170095
232,34.5-118.6875,16874,-118.6875,34.5,24.4225,0.48,-0.45,0.25,0.00390625,24.903,23.973,58758623.2304688,30805.740065443
233,34.5-118.75,16695,-118.75,34.5,29.3608,2.13,0.46,0.2416692,0.003786558,31.491,29.821,56958705.6757813,29832.7181402438
234,34.5-118.8125,16516,-118.8125,34.5,33.6825,2.31,0.91,0.1055575,0.0004039147,35.993,34.592,6077067.640625,13594.7378878043
235,34.5625-117.6875,19739,-117.6875,34.5625,8.9025,-0.01,-1.38,0.1658976,0.001278656,8.893,7.523,19248294.1171875,21456.1939771294
236,34.5625-117.75,19560,-117.75,34.5625,6.885,-0.05,-1.25,0.25,0.00390625,6.835,5.635,58802845.2382813,30818.4492142316
237,34.5625-117.8125,19381,-117.8125,34.5625,5.7275,0.29,-1.13,0.25,0.00390625,6.018,4.598,58802890.4375,30818.4594859282
238,34.5625-117.875,19202,-117.875,34.5625,0,0,0,0.25,0.00390625,0,0,58802895.0117188,30818.4608457919
239,34.5625-117.9375,19023,-117.9375,34.5625,0,0,0,0.25,0.00390625,0,0,58802900.4414063,30818.4624058434
240,34.5625-118,18844,-118,34.5625,4.3092,-0.07,-1.16,0.25,0.00390625,4.239,3.149,58802905.859375,30818.4639658396
241,34.5625-118.0625,18665,-118.0625,34.5625,0,0,0,0.25,0.00390625,0,0,58802920.4414063,30818.4675403504
242,34.5625-118.125,18486,-118.125,34.5625,4.3,-1.93,-2.57,0.25,0.00390625,2.37,1.73,58802919.8945313,30818.4673855721
243,34.5625-118.1875,18307,-118.1875,34.5625,6.8642,-2.9,-3.59,0.25,0.00390625,3.964,3.274,58802919.359375,30818.4672308188
244,34.5625-118.25,18128,-118.25,34.5625,19.3142,-0.23,-1.23,0.25,0.00390625,19.084,18.084,58802919.65625,30818.4672761005
245,34.5625-118.3125,17949,-118.3125,34.5625,16.6692,2.6,1.67,0.25,0.00390625,19.269,18.339,58802865.4101563,30818.4544517671
246,34.5625-118.375,17770,-118.375,34.5625,24.7417,2.8,1.48,0.25,0.00390625,27.542,26.222,58802866.4375,30818.4547487729
247,34.5625-118.4375,17591,-118.4375,34.5625,27.1208,2.38,0.89,0.25,0.00390625,29.501,28.011,58802867.4648438,30818.4550457671
248,34.5625-118.5,17412,-118.5,34.5625,27.635,2.49,0.35,0.25,0.00390625,30.125,27.985,58802868.4960938,30818.4553424731
249,34.5625-118.5625,17233,-118.5625,34.5625,28.4192,1.76,-0.03,0.25,0.00390625,30.179,28.389,58802804.390625,30818.4401406694
250,34.5625-118.625,17054,-118.625,34.5625,26.9617,0.37,1.17,0.25,0.00390625,27.332,28.132,58802802.1132813,30818.4394881589
251,34.5625-118.6875,16875,-118.6875,34.5625,27.1008,-0.99,-1.81,0.25,0.00390625,26.111,25.291,58802799.84375,30818.4388356276
252,34.5625-118.75,16696,-118.75,34.5625,28.75,-0.84,-2.55,0.25,0.00390625,27.91,26.2,58802798.4101563,30818.4383835607
253,34.5625-118.8125,16517,-118.8125,34.5625,32.7975,3.27,0.93,0.2030245,0.002212629,36.068,33.728,33309659.890625,25458.6016734469
254,34.625-117.6875,19740,-117.6875,34.625,7.0583,-0.52,-1.33,0.165912,0.001280655,6.538,5.728,19292911.921875,21470.5375541487
255,34.625-117.75,19561,-117.75,34.625,5.4533,0.02,-1.2,0.25,0.00390625,5.473,4.253,58847183.546875,30831.1931709808
256,34.625-117.8125,19382,-117.8125,34.625,4.1833,-0.03,-1.33,0.25,0.00390625,4.153,2.853,58847201.3398438,30831.1969531627
257,34.625-117.875,19203,-117.875,34.625,3.1,-0.21,-1.1,0.25,0.00390625,2.89,2,58847205.9296875,30831.1983153208
258,34.625-117.9375,19024,-117.9375,34.625,2.0358,-0.08,-0.55,0.25,0.00390625,1.956,1.486,58847211.3632813,30831.1998777276
259,34.625-118,18845,-118,34.625,0,0,0,0.25,0.00390625,0,0,58847216.7929688,30831.2014400791
260,34.625-118.0625,18666,-118.0625,34.625,3.4375,-0.24,-0.48,0.25,0.00390625,3.198,2.958,58847205.3867188,30831.1988698844
261,34.625-118.125,18487,-118.125,34.625,1.5217,-1.17,-1.18,0.25,0.00390625,0.352,0.342,58847204.8515625,30831.1987149133
262,34.625-118.1875,18308,-118.1875,34.625,1.9033,-0.52,-0.77,0.25,0.00390625,1.383,1.133,58847204.3046875,30831.1985599435
263,34.625-118.25,18129,-118.25,34.625,0,0,0,0.25,0.00390625,0,0,58847204.6132813,30831.1986051926
264,34.625-118.3125,17950,-118.3125,34.625,13.6408,3.26,3.16,0.25,0.00390625,16.901,16.801,58847204.9296875,30831.1986947063
265,34.625-118.375,17771,-118.375,34.625,17.6617,0.41,-0.52,0.25,0.00390625,18.072,17.142,58847205.9648438,30831.1989921675
266,34.625-118.4375,17592,-118.4375,34.625,24.5425,1.13,0.01,0.25,0.00390625,25.673,24.553,58847206.9921875,30831.1992896269
267,34.625-118.5,17413,-118.5,34.625,26.5567,2.73,1.17,0.25,0.00390625,29.287,27.727,58847208.03125,30831.1995866858
268,34.625-118.5625,17234,-118.5625,34.625,29.435,4.24,3.96,0.25,0.00390625,33.675,33.395,58847117.546875,30831.1781616283
269,34.625-118.625,17055,-118.625,34.625,29.6325,2.79,3.13,0.25,0.00390625,32.423,32.763,58847115.2773438,30831.177508132
270,34.625-118.6875,16876,-118.6875,34.625,27.5192,1.86,-0.22,0.25,0.00390625,29.379,27.299,58847112.9921875,30831.1768546195
271,34.625-118.75,16697,-118.75,34.625,27.8392,-0.35,-3.03,0.25,0.00390625,27.489,24.809,58847111.5703125,30831.1764014835
272,34.625-118.8125,16518,-118.8125,34.625,32.1358,0.54,-1.81,0.2410704,0.003768937,32.676,30.326,56779104.078125,29787.7041185724
273,34.625-118.875,16339,-118.875,34.625,37.68,3.02,1.65,0.1011178,0.0003689647,40.7,39.33,5559595.4375,13048.4806512792
274,34.6875-117.6875,19741,-117.6875,34.6875,7.1108,0.01,-0.84,0.1656849,0.001268903,7.121,6.271,19130318.1210938,21458.0289974321
275,34.6875-117.75,19562,-117.75,34.6875,4.2067,-0.2,-0.79,0.25,0.00390625,4.007,3.417,58891658.8515625,30843.9764956973
276,34.6875-117.8125,19383,-117.8125,34.6875,4.4442,-0.08,-0.78,0.25,0.00390625,4.364,3.664,58891649.2109375,30843.9737883578
277,34.6875-117.875,19204,-117.875,34.6875,3.3033,-0.79,-0.98,0.25,0.00390625,2.513,2.323,58891653.7929688,30843.9751528125
278,34.6875-117.9375,19025,-117.9375,34.6875,0,0,0,0.25,0.00390625,0,0,58891659.2382813,30843.9767175951
279,34.6875-118,18846,-118,34.6875,0,0,0,0.25,0.00390625,0,0,58891664.6796875,30843.9782823452
280,34.6875-118.0625,18667,-118.0625,34.6875,0,0,0,0.25,0.00390625,0,0,58891627.2578125,30843.9695674494
281,34.6875-118.125,18488,-118.125,34.6875,0,0,0,0.25,0.00390625,0,0,58891626.71875,30843.9694122637
282,34.6875-118.1875,18309,-118.1875,34.6875,0,0,0,0.25,0.00390625,0,0,58891626.1796875,30843.9692570811
283,34.6875-118.25,18130,-118.25,34.6875,0,0,0,0.25,0.00390625,0,0,58891626.4726563,30843.9693022161
284,34.6875-118.3125,17951,-118.3125,34.6875,0,0,0,0.25,0.00390625,0,0,58891681.4609375,30843.9823056532
285,34.6875-118.375,17772,-118.375,34.6875,10.9483,1.02,-0.33,0.25,0.00390625,11.968,10.618,58891682.484375,30843.9826035731
286,34.6875-118.4375,17593,-118.4375,34.6875,13.5892,-0.15,-2.23,0.25,0.00390625,13.439,11.359,58891683.5195313,30843.9829014749
287,34.6875-118.5,17414,-118.5,34.6875,17.4067,-0.11,-0.09,0.25,0.00390625,17.297,17.317,58891684.5585938,30843.9831988808
288,34.6875-118.5625,17235,-118.5625,34.6875,24.3142,2.45,1.56,0.25,0.00390625,26.764,25.874,58891567.6679688,30843.9555505759
289,34.6875-118.625,17056,-118.625,34.6875,23.6508,2.58,0.88,0.25,0.00390625,26.231,24.531,58891565.390625,30843.9548961008
290,34.6875-118.6875,16877,-118.6875,34.6875,22.5617,-0.4,-1.99,0.25,0.00390625,22.162,20.572,58891563.109375,30843.9542416077
291,34.6875-118.75,16698,-118.75,34.6875,22.9358,-0.34,-1.32,0.25,0.00390625,22.596,21.616,58891561.6796875,30843.9537873867
292,34.6875-118.8125,16519,-118.8125,34.6875,28.9542,0.72,-2.47,0.25,0.00390625,29.674,26.484,58891577.4375,30843.9554764197
293,34.6875-118.875,16340,-118.875,34.6875,33.1083,2.27,0.18,0.2000127,0.00212688,35.378,33.288,32067108.03125,25152.3644340831
294,34.75-117.6875,19742,-117.6875,34.75,5.8108,-0.58,-1.25,0.1653656,0.001262707,5.231,4.561,19051288.859375,21435.2910183749
295,34.75-117.75,19563,-117.75,34.75,4.7092,-0.31,-0.94,0.25,0.00390625,4.399,3.769,58936165.6640625,30856.7731404906
296,34.75-117.8125,19384,-117.8125,34.75,4.2608,-0.38,-1.35,0.25,0.00390625,3.881,2.911,58936209.3710938,30856.7830809081
297,34.75-117.875,19205,-117.875,34.75,4.1883,-0.48,-1.38,0.25,0.00390625,3.708,2.808,58936232.2382813,30856.7896970698
298,34.75-117.9375,19026,-117.9375,34.75,3.2908,-0.71,-1.38,0.25,0.00390625,2.581,1.911,58936255.9375,30856.7965134445
299,34.75-118,18847,-118,34.75,3.3783,-0.76,-1.12,0.25,0.00390625,2.618,2.258,58936279.6601563,30856.8033298113
300,34.75-118.0625,18668,-118.0625,34.75,3.0817,-0.68,-1.43,0.25,0.00390625,2.402,1.652,58936233.109375,30856.7926780229
301,34.75-118.125,18489,-118.125,34.75,2.5808,-0.44,-1.04,0.25,0.00390625,2.141,1.541,58936222.5117188,30856.7896320211
302,34.75-118.1875,18310,-118.1875,34.75,2.8325,-0.7,-0.98,0.25,0.00390625,2.133,1.853,58936211.90625,30856.7865860338
303,34.75-118.25,18131,-118.25,34.75,0,0,0,0.25,0.00390625,0,0,58936202.1601563,30856.7837403312
304,34.75-118.3125,17952,-118.3125,34.75,0,0,0,0.25,0.00390625,0,0,58936273.0195313,30856.8001733269
305,34.75-118.375,17773,-118.375,34.75,0,0,0,0.25,0.00390625,0,0,58936271.984375,30856.7998738422
306,34.75-118.4375,17594,-118.4375,34.75,0,0,0,0.25,0.00390625,0,0,58936270.9414063,30856.7995743365
307,34.75-118.5,17415,-118.5,34.75,9.64,-1.59,-1.67,0.25,0.00390625,8.05,7.97,58936269.8867188,30856.7992744272
308,34.75-118.5625,17236,-118.5625,34.75,12.8075,-0.08,-1.68,0.25,0.00390625,12.728,11.128,58936158.640625,30856.773085402
309,34.75-118.625,17057,-118.625,34.75,14.0667,-1,-1.78,0.25,0.00390625,13.067,12.287,58936162.6601563,30856.7742424582
310,34.75-118.6875,16878,-118.6875,34.75,17.8167,-0.66,-2.38,0.25,0.00390625,17.157,15.437,58936166.6757813,30856.7753994746
311,34.75-118.75,16699,-118.75,34.75,18.4758,-2.05,-4.38,0.25,0.00390625,16.426,14.096,58936171.5546875,30856.7767570342
312,34.75-118.8125,16520,-118.8125,34.75,20.805,-1.7,-3.91,0.25,0.00390625,19.105,16.895,58936214.8828125,30856.7885734325
313,34.75-118.875,16341,-118.875,34.75,27.0525,0.22,-3,0.2395698,0.003529034,27.272,24.053,53244749.8085938,29637.3271007586
314,34.75-118.9375,16162,-118.9375,34.75,30.985,0.03,-0.33,0.08645636,0.0002366189,31.015,30.655,3570790.2890625,11205.4335512959
315,34.8125-117.6875,19743,-117.6875,34.8125,5.2317,-0.54,-1.9,0.06033403,0.0002028137,4.692,3.332,3061329.140625,7207.50771468546
316,34.8125-117.75,19564,-117.75,34.8125,4.8817,-0.68,-1.23,0.1460001,0.0006589184,4.202,3.652,9945926.6171875,16762.5207236543
317,34.8125-117.8125,19385,-117.8125,34.8125,3.8275,-0.73,-1.78,0.1463079,0.0006697912,3.098,2.048,10110075.9023438,16804.2384598342
318,34.8125-117.875,19206,-117.875,34.8125,1.3608,-0.52,-0.98,0.145598,0.0006437996,0.841,0.381,9717727.859375,16708.0013400731
319,34.8125-117.9375,19027,-117.9375,34.8125,2.1483,-0.51,-1.31,0.1451492,0.0006283782,1.638,0.838,9484942.59765625,16647.0920319447
320,34.8125-118,18848,-118,34.8125,4.655,-1.25,-2.43,0.1450414,0.0006312242,3.405,2.225,9527907.4375,16632.5048239556
321,34.8125-118.0625,18669,-118.0625,34.8125,3.2242,-0.99,-1.93,0.1441747,0.0005987164,2.234,1.294,9037188.4296875,16515.0600312757
322,34.8125-118.125,18490,-118.125,34.8125,2.6558,-0.58,-1.17,0.1427356,0.0005531937,2.076,1.486,8350017.9140625,16319.9048332178
323,34.8125-118.1875,18311,-118.1875,34.8125,2.9892,-1.43,-1.63,0.141346,0.0005116045,1.559,1.359,7722229.08203125,16131.4585052686
324,34.8125-118.25,18132,-118.25,34.8125,2.6217,-0.67,-1.43,0.1404725,0.0004799756,1.952,1.192,7244794.72265625,16012.9366912364
325,34.8125-118.3125,17953,-118.3125,34.8125,0,0,0,0.1401135,0.0004752133,0,0,7172916.96875,15964.2768344343
326,34.8125-118.375,17774,-118.375,34.8125,0,0,0,0.1392742,0.0004394515,0,0,6633101.8828125,15850.6008287496
327,34.8125-118.4375,17595,-118.4375,34.8125,0,0,0,0.137997,0.0004066546,0,0,6138044.1640625,15677.3535193321
328,34.8125-118.5,17416,-118.5,34.8125,8.9175,-1.58,-2.35,0.1370091,0.0003695195,7.338,6.568,5577505.69921875,15543.3913810283
329,34.8125-118.5625,17237,-118.5625,34.8125,10.0358,-1.84,-2.28,0.1366062,0.000364658,8.196,7.756,5504115.0703125,15488.6484257922
330,34.8125-118.625,17058,-118.625,34.8125,12.7792,-2.65,-3.4,0.1365182,0.0003597681,10.129,9.379,5430305.38671875,15476.7263222492
331,34.8125-118.6875,16879,-118.6875,34.8125,16.4358,-1.53,-2.77,0.136267,0.0003521492,14.906,13.666,5315304.125,15442.6598862893
332,34.8125-118.75,16700,-118.75,34.8125,17.5342,-1.56,-0.55,0.1360902,0.0003468733,15.974,16.984,5235666.91796875,15418.6813828402
333,34.8125-118.8125,16521,-118.8125,34.8125,18,0.48,-0.95,0.1355842,0.0003339614,18.48,17.05,5040771.34765625,15350.1276700308
334,34.8125-118.875,16342,-118.875,34.8125,22.79,0.79,-0.9,0.09340789,0.000211179,23.58,21.89,3187506.28125,10648.9265332655
335,34.8125-118.9375,16163,-118.9375,34.8125,27.6483,0.78,0.63,0.03493691,5.67038e-05,28.428,28.278,855884.14453125,4120.8007653946
